codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2806404,Santana do São Francisco,6147,6078,85,4029,6232,5862,85,2911,47
2806503,Santa Rosa de Lima,4350,4400,35,1893,3621,3416,35,1735,116
2806602,Santo Amaro das Brotas,10382,10477,125,6825,10094,9511,125,5549,423
2806701,São Cristóvão,80478,81502,2385,41129,76850,66325,2384,34808,768
2806800,São Domingos,10005,10021,110,6775,9035,8283,107,4633,476
2806909,São Francisco,3502,3578,40,1761,3009,2833,40,1875,142
2807006,São Miguel do Aleixo,3663,3752,40,2581,3596,3094,54,1714,119
2807105,Simão Dias,36075,34863,1050,21437,35639,31165,1078,16104,886
2807204,Siriri,7758,7270,75,4488,7092,6749,75,3851,263
2807303,Telha,2915,2883,45,1697,2790,2520,46,1327,142
2807402,Tobias Barreto,44884,40110,1160,27655,43308,38096,1187,18800,777
2807501,Tomar do Geru,11845,11021,135,6715,9759,8225,139,3395,89
2807600,Umbaúba,22384,21550,240,8215,20344,19269,237,6887,218
